i,tau,E
0,inf,0.0
1,6.391095003712102,0.04396
2,4.094474332806906,0.07632
3,5.2029768033766794,0.09733
4,12.944266239823158,0.10847
5,30.424191274963892,0.11282
6,147.40958532346818,0.11388
