i,v1,v2lin,v3
4763,27,25,1
4764,19,10,3
4765,4,39,3
4766,2,11,6
4767,24,31,1
4768,6,2,6
4769,12,9,5
4770,5,4,6
4771,20,11,4
4772,18,36,1
4773,2,38,3
4774,21,9,3
4775,14,34,2
4776,9,27,3
4777,5,36,3
4778,29,32,0
4779,14,29,3
4780,4,42,1
4781,1,39,3
4782,18,26,2
4783,20,1,4
4784,12,16,4
4785,18,17,3
4786,19,15,4
4787,25,12,3
4788,16,19,4
4789,0,31,5
4790,10,38,2
4791,6,24,5
4792,18,26,3
4793,6,34,1
4794,1,28,5
4795,10,17,5
4796,5,29,5
4797,0,15,7
4798,1,35,4
4799,3,34,4
4800,17,27,2
4801,23,10,3
4802,19,13,3
4803,5,42,0
4804,20,33,1
4805,0,16,6
4806,20,35,0
4807,27,1,3
4808,14,6,5
4809,5,14,5
4810,14,13,4
4811,22,21,2
4812,4,17,5
4813,24,27,2
4814,24,9,3
4815,12,39,0
4816,12,13,5
4817,27,12,3
4818,23,28,2
4819,12,33,3
4820,0,5,7
4821,23,3,4
4822,8,40,1
4823,28,16,2
4824,28,30,1
4825,5,45,0
4826,15,20,3
4827,7,34,1
4828,10,25,5
4829,6,45,0
4830,1,2,7
4831,26,25,2
4832,11,36,3
4833,13,1,5
4834,4,31,5
4835,1,37,1
4836,21,3,4
4837,5,35,3
4838,12,30,3
4839,22,2,4
4840,2,45,1
4841,28,9,2
4842,3,9,6
4843,25,27,1
4844,8,40,2
4845,7,3,6
4846,26,16,3
4847,3,32,4
4848,1,14,6
4849,0,36,4
4850,27,5,3
4851,13,8,5
4852,28,24,2
4853,13,0,5
4854,25,26,2
4855,8,28,4
4856,19,31,2
4857,1,16,6
4858,27,31,0
4859,14,40,0
4860,22,34,0
4861,13,2,5
4862,2,26,6
4863,25,8,3
4864,8,33,3
4865,17,28,3
4866,7,21,5
4867,7,29,4
4868,26,10,3
4869,10,42,0
4870,18,13,4
4871,23,4,4
4872,19,13,4
4873,9,26,5
4874,19,32,2
4875,25,31,1
4876,23,7,4
4877,4,17,6
4878,5,16,6
4879,6,12,5
4880,15,22,4
4881,13,30,3
4882,4,27,2
4883,22,29,2
4884,1,13,6
4885,18,4,4
4886,21,24,2
4887,19,11,4
4888,15,38,0
4889,10,6,5
4890,16,26,4
4891,16,33,2
4892,10,35,3
4893,7,0,6
4894,26,14,3
4895,12,40,2
4896,20,9,4
4897,3,24,5
4898,11,6,5
4899,12,12,5
4900,9,13,5
4901,8,44,0
4902,6,8,6
4903,26,6,3
4904,0,18,6
4905,15,2,5
4906,11,31,3
4907,13,15,4
4908,5,24,6
4909,3,19,5
4910,22,9,4
4911,6,3,6
4912,13,35,3
4913,0,44,2
4914,3,21,6
4915,7,39,2
4916,13,29,4
4917,20,12,4
4918,21,22,3
4919,22,38,0
4920,5,37,3
4921,24,35,0
4922,22,18,3
4923,24,33,0
4924,27,17,2
4925,16,3,5
4926,5,5,6
4927,0,16,7
4928,17,27,3
4929,10,38,1
4930,19,35,1
4931,21,4,4
4932,22,5,4
4933,9,22,5
4934,7,16,6
4935,22,9,3
4936,2,47,0
4937,20,25,2
4938,25,19,3
4939,11,42,0
4940,29,28,1
4941,1,3,7
4942,7,34,4
4943,8,4,6
4944,15,28,4
4945,13,35,1
4946,14,21,4
4947,21,27,3
4948,12,16,5
4949,0,6,7
4950,28,29,0
4951,13,35,2
4952,9,7,5
4953,23,18,3
4954,11,14,5
4955,28,18,2
4956,10,26,5
4957,9,41,0
4958,21,8,4
4959,2,0,7
4960,9,20,5
4961,2,36,1
4962,17,37,0
4963,15,28,3
4964,1,23,6
4965,11,24,5
4966,24,28,1
4967,5,36,1
4968,19,24,3
4969,13,39,0
4970,16,21,4
4971,1,38,1
4972,6,30,4
4973,14,20,4
4974,13,24,5
4975,18,15,4
4976,26,12,3
4977,14,4,5
4978,13,15,5
4979,16,8,5
4980,25,16,3
4981,9,27,4
4982,21,10,3
4983,16,17,4
4984,3,19,6
4985,19,3,4
4986,12,3,5
4987,23,8,4
4988,28,34,0
4989,14,7,5
4990,2,20,6
4991,5,22,6
4992,2,32,5
4993,13,32,3
4994,26,32,0
4995,19,12,3
4996,21,0,4
4997,15,27,4
4998,1,47,1
4999,28,14,2
5000,5,31,4
5001,15,21,3
5002,7,34,3
5003,13,25,4
5004,21,30,2
5005,6,37,1
5006,2,19,6
5007,23,21,3
5008,4,18,5
5009,16,27,3
5010,7,1,6
5011,2,14,7
5012,27,13,3
5013,19,14,4
5014,0,17,7
5015,21,2,4
5016,12,26,4
5017,6,23,5
5018,19,26,2
5019,11,35,1
5020,19,36,1
5021,23,11,3
5022,10,19,5
5023,3,26,6
5024,9,30,4
5025,13,21,4
5026,11,40,0
5027,27,23,1
5028,20,24,3
5029,10,43,0
5030,0,17,6
5031,14,41,0
5032,2,1,7
5033,27,26,2
5034,19,36,0
5035,15,29,3
5036,18,38,0
5037,6,13,5
5038,7,11,5
5039,9,3,6
5040,1,43,1
5041,14,24,4
5042,25,27,2
5043,2,44,1
5044,8,7,6
5045,26,15,3
5046,21,30,1
5047,2,12,6
5048,11,5,5
5049,24,6,4
5050,4,27,5
5051,22,11,3
5052,25,9,3
5053,16,20,3
5054,10,32,3
5055,7,7,6
5056,5,26,5
5057,11,27,4
5058,5,7,6
5059,30,26,0
5060,24,32,1
5061,13,5,5
5062,21,39,0
5063,1,4,7
5064,4,46,0
5065,1,15,6
5066,22,6,4
5067,6,22,5
5068,20,15,4
5069,5,6,6
5070,5,25,5
5071,14,23,4
5072,24,28,2
5073,6,25,5
5074,4,8,6
5075,13,9,5
5076,27,2,3
5077,4,26,5
5078,27,19,2
5079,7,43,1
5080,17,19,4
5081,15,34,2
5082,27,6,3
5083,17,29,3
5084,0,24,6
5085,18,8,4
5086,6,15,6
5087,18,6,4
5088,27,9,3
5089,12,4,5
5090,15,18,4
5091,4,34,3
5092,0,19,6
5093,12,31,3
5094,7,22,5
5095,19,4,4
5096,10,40,0
5097,5,36,4
5098,26,7,3
5099,21,33,1
5100,11,38,2
5101,21,35,0
5102,29,25,1
5103,1,40,3
5104,24,9,4
5105,15,13,4
5106,25,32,1
5107,6,4,6
5108,14,1,5
5109,9,2,6
5110,28,22,2
5111,20,14,3
5112,24,3,4
5113,7,9,6
5114,17,10,4
5115,11,15,5
5116,5,15,5
5117,21,25,3
5118,6,35,3
5119,24,10,3
5120,15,6,5
5121,9,27,5
5122,0,7,7
5123,24,10,4
5124,23,21,2
5125,3,36,4
5126,28,11,2
5127,14,39,2
5128,15,23,4
5129,6,36,1
5130,19,18,4
5131,8,36,3
5132,7,24,5
5133,14,0,5
5134,6,29,5
5135,12,42,0
5136,23,2,4
5137,14,39,0
5138,13,13,5
5139,9,25,4
5140,5,23,6
5141,13,33,3
5142,5,17,5
5143,17,8,4
5144,1,29,5
5145,5,42,1
5146,2,28,5
5147,8,15,6
5148,24,30,2
5149,2,18,7
5150,2,15,7
5151,14,30,3
5152,8,10,5
5153,20,40,0
5154,22,24,2
5155,23,1,4
5156,22,31,2
5157,23,19,2
5158,20,28,3
5159,3,32,5
5160,10,12,5
5161,11,25,5
5162,23,34,0
5163,3,4,7
5164,8,3,6
5165,21,1,4
5166,24,7,4
5167,27,36,0
5168,12,36,3
5169,2,33,4
5170,7,2,6
5171,9,40,2
5172,9,33,3
5173,11,18,4
5174,9,36,3
5175,20,13,4
5176,4,11,6
5177,0,32,5
5178,24,4,4
5179,23,29,2
5180,8,24,5
5181,16,28,2
5182,12,17,5
5183,20,32,2
5184,22,15,3
5185,8,5,6
5186,21,6,4
5187,5,10,6
5188,13,37,2
5189,8,0,6
5190,26,18,3
5191,15,3,5
5192,0,48,1
5193,14,2,5
5194,20,39,0
5195,3,40,3
5196,28,15,2
5197,19,14,3
5198,4,21,6
5199,16,26,3
5200,2,35,4
5201,26,37,0
5202,16,8,4
5203,7,45,0
5204,23,9,4
5205,9,14,5
5206,17,33,2
5207,7,12,5
5208,2,14,6
5209,16,22,4
5210,16,38,0
5211,16,20,4
5212,9,28,4
5213,22,23,3
5214,14,3,5
5215,25,33,0
5216,11,11,5
5217,23,14,3
5218,3,14,6
5219,14,19,4
5220,21,12,4
5221,21,21,2
5222,14,12,5
5223,8,29,4
5224,6,16,6
5225,8,21,5
5226,16,2,5
5227,30,29,0
5228,5,17,6
5229,23,24,3
5230,20,31,2
5231,20,8,4
5232,0,41,3
5233,23,38,0
5234,4,10,6
5235,3,45,1
5236,6,14,6
5237,2,13,6
5238,0,18,7
5239,2,7,7
5240,25,17,3
5241,22,10,3
5242,4,26,6
5243,21,11,3
5244,10,18,5
5245,1,36,4
5246,6,11,6
5247,20,35,1
5248,18,5,4
5249,9,18,5
5250,2,2,7
5251,24,25,3
5252,2,15,6
5253,0,21,7
5254,17,19,3
5255,13,40,2
5256,18,34,1
5257,17,3,5
5258,13,31,3
5259,22,27,3
5260,4,18,6
5261,0,27,6
5262,19,26,3
5263,18,16,4
5264,8,28,5
5265,11,35,2
5266,3,10,6
5267,12,11,5
5268,0,26,6
5269,4,19,5
5270,21,23,2
5271,23,36,0
5272,15,21,4
5273,3,33,2
5274,25,20,3
5275,29,27,1
5276,6,14,5
5277,9,44,0
5278,18,19,4
5279,1,31,5
5280,3,20,6
5281,25,28,1
5282,27,31,1
5283,13,16,5
5284,0,22,7
5285,22,17,3
5286,10,37,2
5287,6,5,6
5288,16,37,1
5289,1,45,0
5290,22,11,4
5291,26,26,2
5292,10,17,4
5293,15,5,5
5294,8,16,6
5295,12,14,4
5296,12,14,5
5297,3,27,5
5298,22,24,3
5299,18,37,0
5300,14,35,2
5301,3,5,7
5302,24,8,4
5303,20,6,4
5304,12,18,5
5305,14,15,4
5306,4,40,3
5307,9,15,5
5308,16,5,5
5309,20,25,3
5310,7,17,6
5311,16,28,3
5312,23,19,3
5313,15,39,2
5314,1,14,7
5315,28,19,2
5316,2,19,7
5317,20,3,4
5318,7,30,4
5319,4,32,4
5320,17,22,4
5321,10,20,5
5322,14,24,5
5323,11,26,5
5324,17,11,4
5325,26,8,3
5326,11,19,4
5327,8,36,1
5328,10,41,0
5329,27,3,3
5330,22,19,3
5331,10,14,5
5332,2,47,1
5333,6,18,6
5334,6,24,6
5335,1,24,6
5336,22,30,2
5337,13,10,5
5338,20,14,4
5339,15,7,5
5340,2,40,3
5341,2,3,7
5342,2,22,6
5343,28,31,0
5344,14,15,5
5345,3,11,6
5346,21,40,0
5347,14,35,1
5348,24,22,2
5349,21,10,4
5350,14,32,3
5351,13,36,2
5352,20,26,2
5353,22,0,4
5354,4,37,3
5355,8,1,6
5356,24,18,3
5357,29,36,0
5358,20,17,3
5359,20,36,1
5360,1,6,7
5361,16,4,5
5362,2,38,1
5363,3,47,0
5364,7,10,6
5365,8,34,1
5366,1,5,7
5367,0,8,7
5368,4,9,6
5369,17,20,3
5370,14,25,4
5371,23,33,1
5372,7,29,5
5373,28,31,1
5374,15,19,4
5375,5,39,1
5376,4,4,7
5377,3,35,4
5378,8,24,6
5379,5,16,5
5380,12,15,5
5381,27,10,3
5382,17,37,1
5383,22,1,4
5384,3,27,6
5385,2,39,3
5386,22,30,1
5387,13,26,4
5388,20,36,0
5389,29,29,1
5390,14,5,5
5391,11,19,5
5392,20,27,3
5393,1,30,5
5394,5,25,6
5395,3,34,2
5396,30,24,0
5397,0,37,4
5398,12,5,5
5399,21,13,4
5400,6,31,4
5401,11,16,5
5402,22,39,0
5403,4,19,6
5404,8,11,5
5405,4,32,5
5406,20,15,3
5407,7,13,5
5408,4,22,6
5409,25,38,0
5410,14,42,0
5411,2,21,6
5412,8,34,3
5413,3,14,7
5414,1,17,6
5415,28,30,0
5416,7,23,5
5417,12,19,5
5418,8,33,4
5419,3,1,7
5420,12,30,4
5421,19,29,3
5422,12,38,2
5423,4,33,4
5424,9,4,6
5425,17,32,2
5426,22,33,1
5427,26,29,2
5428,11,43,0
5429,10,3,6
5430,2,30,5
5431,4,24,6
5432,19,6,4
5433,25,28,2
5434,12,18,4
5435,14,9,5
5436,11,32,3
5437,9,7,6
5438,13,14,5
5439,20,26,3
5440,6,6,6
5441,16,23,4
5442,19,8,4
5443,11,27,3
5444,22,35,0
5445,20,4,4
5446,12,40,0
5447,4,41,2
5448,13,4,5
5449,18,17,4
5450,3,0,7
5451,20,5,4
5452,24,12,3
5453,16,29,3
5454,9,16,4
5455,3,13,6
5456,2,27,6
5457,11,7,5
5458,16,34,2
5459,19,27,2
5460,19,19,4
5461,6,42,2
5462,22,25,3
5463,2,8,7
5464,5,27,5
5465,27,18,2
5466,5,8,6
5467,13,7,5
5468,25,3,4
5469,9,5,6
5470,14,29,4
5471,0,9,7
5472,9,36,1
5473,7,15,6
5474,15,24,5
5475,4,3,7
5476,8,22,5
5477,20,18,4
5478,13,3,5
5479,3,6,7
5480,17,8,5
5481,16,6,5
5482,24,2,4
5483,7,25,5
5484,12,27,4
5485,2,23,6
5486,0,19,7
5487,2,39,1
5488,29,33,0
5489,7,37,3
5490,6,15,5
5491,18,9,4
5492,17,20,4
5493,23,24,2
5494,2,4,7
5495,24,23,3
5496,10,2,6
5497,19,5,4
5498,5,46,0
5499,7,4,6
5500,28,23,2
5501,9,0,6
5502,15,40,0
5503,21,24,3
5504,27,32,0
5505,15,20,4
5506,23,5,4
5507,29,26,1
5508,23,20,3
5509,8,9,6
5510,17,26,4
5511,11,17,5
5512,17,17,4
5513,3,44,1
5514,21,28,3
5515,24,34,0
5516,14,13,5
5517,24,1,4
5518,6,36,4
5519,10,36,2
5520,25,7,4
5521,1,44,2
5522,15,39,0
5523,26,32,1
5524,23,31,2
5525,3,36,1
5526,6,38,3
5527,2,16,7
5528,13,42,0
5529,17,4,5
5530,11,18,5
5531,16,28,4
5532,26,11,3
5533,9,10,5
5534,21,31,2
5535,9,24,5
5536,20,37,0
5537,14,33,3
5538,15,30,3
5539,25,4,4
5540,15,0,5
5541,23,12,3
5542,26,19,3
5543,25,29,2
5544,22,14,4
5545,21,32,2
5546,21,12,3
5547,18,20,4
5548,14,17,5
5549,0,23,7
5550,7,36,1
5551,5,32,4
5552,12,25,5
5553,1,7,7
5554,9,38,2
5555,13,17,5
5556,21,5,4
5557,5,26,6
5558,18,27,3
5559,6,12,6
5560,23,13,3
5561,11,13,5
5562,6,39,3
5563,23,22,3
5564,30,27,0
5565,25,18,3
5566,21,17,3
5567,13,36,3
5568,14,40,2
5569,26,33,0
5570,22,12,4
5571,3,23,6
5572,12,6,5
5573,2,40,1
5574,3,15,7
5575,23,39,0
5576,8,2,6
5577,18,10,4
5578,2,29,5
5579,3,28,5
5580,19,27,3
5581,0,45,2
5582,9,23,5
5583,9,21,5
5584,10,27,5
5585,27,21,2
5586,16,40,0
5587,7,23,6
5588,8,12,5
5589,15,1,5
5590,5,11,6
5591,18,33,2
5592,24,5,4
5593,17,38,0
5594,3,41,2
5595,25,8,4
5596,26,9,3
5597,27,8,3
5598,17,2,5
5599,26,17,3
5600,15,12,5
5601,22,36,0
5602,1,17,7
5603,21,36,1
5604,26,38,0
5605,10,28,4
5606,0,25,6
5607,24,29,2
5608,5,21,6
5609,18,21,4
5610,1,32,5
5611,9,19,5
5612,18,32,2
5613,14,16,5
5614,3,33,4
5615,7,14,5
5616,10,41,1
5617,18,3,5
5618,23,25,3
5619,0,33,5
5620,10,6,6
5621,9,20,6
5622,16,37,2
5623,6,17,6
5624,2,5,7
5625,9,6,6
5626,23,11,4
5627,9,15,6
5628,15,4,5
5629,7,5,6
5630,14,31,3
5631,23,22,2
5632,4,14,6
5633,13,11,5
5634,14,11,5
5635,23,27,2
5636,4,36,4
5637,3,37,1
5638,9,29,4
5639,10,33,3
5640,9,41,1
5641,7,11,6
5642,27,11,3
5643,4,13,6
5644,5,18,6
5645,0,28,6
5646,17,9,5
5647,3,29,5
5648,15,31,3
5649,25,34,0
5650,16,24,4
5651,8,45,0
5652,2,20,7
5653,19,28,3
5654,1,18,6
5655,19,37,0
5656,3,7,7
5657,8,6,6
5658,0,10,7
5659,7,14,6
5660,27,4,3
5661,25,21,3
5662,1,48,1
5663,23,0,4
5664,25,22,3
5665,10,13,5
5666,17,5,5
5667,9,1,6
5668,18,12,4
5669,8,34,4
5670,4,12,6
5671,9,28,5
5672,19,9,4
5673,3,2,7
5674,18,19,3
5675,18,28,3
5676,0,11,7
5677,15,25,4
5678,19,19,3
5679,12,10,5
5680,18,22,4
5681,16,33,1
5682,21,14,4
5683,18,18,4
5684,23,30,2
5685,26,20,3
5686,15,35,2
5687,26,13,3
5688,2,17,7
5689,5,9,6
5690,11,37,2
5691,3,40,1
5692,30,28,0
5693,10,44,0
5694,22,10,4
5695,13,18,5
5696,1,25,6
5697,24,11,4
5698,9,16,6
5699,7,6,6
5700,14,18,5
5701,23,23,3
5702,15,29,4
5703,12,19,4
5704,15,24,4
5705,17,21,4
5706,10,15,5
5707,7,24,6
5708,10,4,6
5709,21,26,2
5710,22,40,0
5711,3,12,6
5712,6,16,5
5713,2,22,7
5714,16,7,5
5715,18,23,4
5716,20,10,4
5717,15,15,5
5718,11,41,0
5719,8,17,6
5720,15,10,5
5721,2,37,1
