i,tau,E
1360,inf,1.79544
1361,inf,1.79571
1362,inf,1.79643
1363,inf,1.79685
1364,inf,1.79794
1365,inf,1.80028
1366,inf,1.80132
1367,inf,1.80137
1368,inf,1.80153
1369,inf,1.80195
1370,inf,1.80214
1371,inf,1.80285
1372,inf,1.80324
1373,inf,1.80363
1374,inf,1.80393
1375,inf,1.80538
1376,inf,1.80607
1377,inf,1.80624
1378,inf,1.80645
1379,inf,1.8072
1380,inf,1.80808
1381,inf,1.80824
1382,inf,1.80964
1383,inf,1.80976
1384,inf,1.81057
1385,inf,1.81076
1386,inf,1.81117
1387,inf,1.81176
1388,inf,1.8133
1389,inf,1.81419
1390,inf,1.81424
1391,inf,1.81489
1392,inf,1.81513
1393,inf,1.81559
1394,inf,1.81609
1395,inf,1.81673
1396,inf,1.81683
1397,inf,1.81813
1398,inf,1.81827
1399,inf,1.81844
1400,inf,1.8186
1401,inf,1.81929
1402,inf,1.81966
1403,inf,1.81995
1404,inf,1.82001
1405,inf,1.82023
1406,inf,1.82065
1407,inf,1.8207
1408,inf,1.82119
1409,inf,1.82127
1410,inf,1.82203
1411,inf,1.82241
1412,inf,1.82342
1413,inf,1.82348
1414,inf,1.82353
1415,inf,1.82365
1416,inf,1.82368
1417,inf,1.8258
1418,inf,1.82679
1419,inf,1.82697
1420,inf,1.82713
1421,inf,1.82745
1422,inf,1.82781
1423,inf,1.82923
1424,inf,1.82958
1425,inf,1.83015
1426,inf,1.83059
1427,inf,1.83185
1428,inf,1.83202
1429,inf,1.83225
1430,inf,1.83243
1431,inf,1.83255
1432,inf,1.83428
1433,inf,1.83438
1434,inf,1.83503
1435,inf,1.83512
1436,inf,1.83653
1437,inf,1.83673
1438,inf,1.83757
1439,inf,1.83874
1440,inf,1.83933
1441,inf,1.8402
1442,inf,1.84033
1443,inf,1.84232
1444,inf,1.84254
1445,inf,1.84261
1446,inf,1.8427
1447,inf,1.84318
1448,inf,1.84322
1449,inf,1.84422
1450,inf,1.84428
1451,inf,1.84501
1452,inf,1.84639
1453,inf,1.84764
1454,inf,1.84929
1455,inf,1.84957
1456,inf,1.85005
1457,inf,1.85011
1458,inf,1.85081
1459,inf,1.85082
1460,inf,1.85091
1461,inf,1.85094
1462,inf,1.85127
1463,inf,1.85267
1464,inf,1.85272
1465,inf,1.85315
1466,inf,1.8553
1467,inf,1.85544
1468,inf,1.85591
1469,inf,1.85707
1470,inf,1.85825
1471,inf,1.86036
1472,inf,1.86079
1473,inf,1.86142
1474,inf,1.86168
1475,inf,1.86178
1476,inf,1.86289
1477,inf,1.86362
1478,inf,1.86364
1479,inf,1.8642
1480,inf,1.86427
1481,inf,1.86432
1482,inf,1.86509
1483,inf,1.86582
1484,inf,1.86658
1485,inf,1.86661
1486,inf,1.86709
1487,inf,1.86835
1488,inf,1.86913
1489,inf,1.86947
1490,inf,1.86968
1491,inf,1.87013
1492,inf,1.87107
1493,inf,1.87167
1494,inf,1.87187
1495,inf,1.87234
1496,inf,1.87293
1497,inf,1.87318
1498,inf,1.87471
1499,inf,1.87482
1500,inf,1.87563
1501,inf,1.87591
1502,inf,1.8764
1503,inf,1.8765
1504,inf,1.87722
1505,inf,1.87831
1506,inf,1.87846
1507,inf,1.87861
1508,inf,1.87885
1509,inf,1.87983
1510,inf,1.88013
1511,inf,1.88017
1512,inf,1.88079
1513,inf,1.88145
1514,inf,1.88162
1515,inf,1.88271
1516,inf,1.88308
1517,inf,1.88374
1518,inf,1.88423
1519,inf,1.88434
1520,inf,1.88435
1521,inf,1.88519
1522,inf,1.88602
1523,inf,1.88615
1524,inf,1.8865
1525,inf,1.88685
1526,inf,1.8872
1527,inf,1.88746
1528,inf,1.88756
1529,inf,1.88781
1530,inf,1.88787
1531,inf,1.88882
1532,inf,1.88914
1533,inf,1.88926
1534,inf,1.88932
1535,inf,1.88947
1536,inf,1.88956
1537,inf,1.89013
1538,inf,1.89152
1539,inf,1.89268
1540,inf,1.89437
1541,inf,1.8946
1542,inf,1.89471
1543,inf,1.89535
1544,inf,1.89561
1545,inf,1.8959
1546,inf,1.89722
1547,inf,1.89762
1548,inf,1.89767
1549,inf,1.8977
1550,inf,1.8979
1551,inf,1.89883
1552,inf,1.89922
1553,inf,1.90043
1554,inf,1.90084
1555,inf,1.90088
1556,inf,1.9017
1557,inf,1.90189
1558,inf,1.90193
1559,inf,1.90276
1560,inf,1.90376
1561,inf,1.90378
1562,inf,1.90385
1563,inf,1.90546
1564,inf,1.90605
1565,inf,1.90609
1566,inf,1.9067
1567,inf,1.90694
1568,inf,1.90854
1569,inf,1.90864
1570,inf,1.909
1571,inf,1.90915
1572,inf,1.90957
1573,inf,1.90965
1574,inf,1.91073
1575,inf,1.91104
1576,inf,1.91127
1577,inf,1.91199
1578,inf,1.91209
1579,inf,1.91247
1580,inf,1.91268
1581,inf,1.91327
1582,inf,1.91332
1583,inf,1.91445
1584,inf,1.91517
1585,inf,1.91549
1586,inf,1.91574
1587,inf,1.9166
1588,inf,1.9168
1589,inf,1.91808
1590,inf,1.91864
1591,inf,1.91877
1592,inf,1.91887
1593,inf,1.91888
1594,inf,1.91905
1595,inf,1.91967
1596,inf,1.92019
1597,inf,1.92021
1598,inf,1.92142
1599,inf,1.92151
1600,inf,1.92303
1601,inf,1.92418
1602,inf,1.92442
1603,inf,1.92501
1604,inf,1.92563
1605,inf,1.92619
1606,inf,1.92639
1607,inf,1.92671
1608,inf,1.92776
1609,inf,1.92799
1610,inf,1.92861
1611,inf,1.92973
1612,inf,1.92978
1613,inf,1.93081
1614,inf,1.93095
1615,inf,1.93135
1616,inf,1.93141
1617,inf,1.93151
1618,inf,1.9321
1619,inf,1.93223
1620,inf,1.93242
1621,inf,1.93256
1622,inf,1.93267
1623,inf,1.93459
1624,inf,1.93537
1625,inf,1.93553
1626,inf,1.93556
1627,inf,1.93562
1628,inf,1.93609
1629,inf,1.93688
1630,inf,1.93764
1631,inf,1.93814
1632,inf,1.9385
1633,inf,1.93877
1634,inf,1.93897
1635,inf,1.93902
1636,inf,1.9396
1637,inf,1.94
1638,inf,1.9406
1639,inf,1.94085
1640,inf,1.9411
1641,inf,1.94218
1642,inf,1.94263
1643,inf,1.94326
1644,inf,1.94327
1645,inf,1.94335
1646,inf,1.94336
1647,inf,1.94374
1648,inf,1.944
1649,inf,1.94441
1650,inf,1.94471
1651,inf,1.94587
1652,inf,1.94618
1653,inf,1.94669
1654,inf,1.94676
1655,inf,1.9474
1656,inf,1.94819
1657,inf,1.94841
1658,inf,1.94849
1659,inf,1.94863
1660,inf,1.94913
1661,inf,1.95008
1662,inf,1.9503
1663,inf,1.95052
1664,inf,1.95126
1665,inf,1.95138
1666,inf,1.95194
1667,inf,1.95222
1668,inf,1.95232
1669,inf,1.95238
1670,inf,1.95261
1671,inf,1.95269
1672,inf,1.95342
1673,inf,1.95445
1674,inf,1.95481
1675,inf,1.95491
1676,inf,1.95512
1677,inf,1.95539
1678,inf,1.95564
1679,inf,1.95629
1680,inf,1.95657
1681,inf,1.95694
1682,inf,1.95709
1683,inf,1.95851
1684,inf,1.95908
1685,inf,1.95923
1686,inf,1.95955
1687,inf,1.96059
1688,inf,1.9613
1689,inf,1.96134
1690,inf,1.96153
1691,inf,1.9616
1692,inf,1.9621
1693,inf,1.96268
1694,inf,1.96392
1695,inf,1.96399
1696,inf,1.96414
1697,inf,1.96638
1698,inf,1.96675
1699,inf,1.96706
1700,inf,1.96878
1701,inf,1.96952
1702,inf,1.9699
1703,inf,1.97042
1704,inf,1.97048
1705,inf,1.9707
1706,inf,1.97105
1707,inf,1.97122
1708,inf,1.9721
1709,inf,1.97234
1710,inf,1.97254
1711,inf,1.97274
1712,inf,1.97372
1713,inf,1.974
1714,inf,1.97514
1715,inf,1.97518
1716,inf,1.97556
1717,inf,1.97572
1718,inf,1.97798
1719,inf,1.97826
1720,inf,1.97872
1721,inf,1.97902
1722,inf,1.97963
1723,inf,1.98005
1724,inf,1.98022
1725,inf,1.98042
1726,inf,1.98096
1727,inf,1.98143
1728,inf,1.98146
1729,inf,1.98191
1730,inf,1.98198
1731,inf,1.98215
1732,inf,1.98243
1733,inf,1.98319
1734,inf,1.98447
1735,inf,1.98453
1736,inf,1.98467
1737,inf,1.98508
1738,inf,1.98543
1739,inf,1.98585
1740,inf,1.98588
1741,inf,1.98614
1742,inf,1.98771
1743,inf,1.98877
1744,inf,1.98881
1745,inf,1.98914
1746,inf,1.98919
1747,inf,1.98973
1748,inf,1.98979
1749,inf,1.99019
1750,inf,1.99071
1751,inf,1.99137
1752,inf,1.99148
1753,inf,1.99151
1754,inf,1.99161
1755,inf,1.992
1756,inf,1.99205
1757,inf,1.99284
1758,inf,1.99287
1759,inf,1.99308
1760,inf,1.99364
1761,inf,1.99409
1762,inf,1.99426
1763,inf,1.99468
1764,inf,1.99479
1765,inf,1.99531
1766,inf,1.99584
1767,inf,1.99621
1768,inf,1.99689
1769,inf,1.99785
1770,inf,1.99786
1771,inf,1.99794
1772,inf,1.99812
1773,inf,1.99842
1774,inf,1.99864
1775,inf,1.99921
1776,inf,1.99941
1777,inf,1.99942
1778,inf,2.00015
1779,inf,2.00021
1780,inf,2.00061
1781,inf,2.00177
1782,inf,2.00206
1783,inf,2.00279
1784,inf,2.00306
1785,inf,2.00357
1786,inf,2.0044
1787,inf,2.00461
1788,inf,2.00604
1789,inf,2.00612
1790,inf,2.00627
1791,inf,2.00634
1792,inf,2.00647
1793,inf,2.00666
1794,inf,2.00669
1795,inf,2.00682
1796,inf,2.00741
1797,inf,2.00768
1798,inf,2.0079
1799,inf,2.00795
1800,inf,2.00886
1801,inf,2.00982
1802,inf,2.01104
1803,inf,2.01112
1804,inf,2.0126
1805,inf,2.01308
1806,inf,2.01322
1807,inf,2.01338
1808,inf,2.01358
1809,inf,2.01448
1810,inf,2.01515
1811,inf,2.01537
1812,inf,2.01681
1813,inf,2.01853
1814,inf,2.01975
1815,inf,2.02073
1816,inf,2.02116
1817,inf,2.02208
1818,inf,2.02209
1819,inf,2.02379
1820,inf,2.02406
1821,inf,2.0245
1822,inf,2.02462
1823,inf,2.02586
1824,inf,2.02587
1825,inf,2.02591
1826,inf,2.0263
1827,inf,2.02632
1828,inf,2.02676
1829,inf,2.02681
1830,inf,2.02718
1831,inf,2.02718
1832,inf,2.02841
1833,inf,2.02872
1834,inf,2.02876
1835,inf,2.02886
1836,inf,2.02913
1837,inf,2.03082
1838,inf,2.03087
1839,inf,2.03101
1840,inf,2.03226
1841,inf,2.03241
1842,inf,2.03253
1843,inf,2.03265
1844,inf,2.03355
1845,inf,2.03366
1846,inf,2.03555
1847,inf,2.0363
1848,inf,2.03638
1849,inf,2.03771
1850,inf,2.03776
1851,inf,2.03805
1852,inf,2.03863
1853,inf,2.03908
1854,inf,2.03997
1855,inf,2.04022
1856,inf,2.04146
1857,inf,2.04183
1858,inf,2.04204
1859,inf,2.04207
1860,inf,2.04265
1861,inf,2.04304
1862,inf,2.04313
1863,inf,2.04374
1864,inf,2.04483
1865,inf,2.04509
1866,inf,2.04514
1867,inf,2.04541
1868,inf,2.04553
1869,inf,2.04585
1870,inf,2.04612
1871,inf,2.04661
1872,inf,2.04664
1873,inf,2.0469
1874,inf,2.04727
1875,inf,2.04755
1876,inf,2.04769
1877,inf,2.04825
1878,inf,2.04899
1879,inf,2.04909
1880,inf,2.05132
1881,inf,2.05136
1882,inf,2.05177
1883,inf,2.05218
1884,inf,2.05228
1885,inf,2.05259
1886,inf,2.05267
1887,inf,2.05469
1888,inf,2.0574
1889,inf,2.05753
1890,inf,2.05816
1891,inf,2.05953
1892,inf,2.06008
1893,inf,2.06036
1894,inf,2.06126
1895,inf,2.06129
1896,inf,2.06148
1897,inf,2.06235
1898,inf,2.06264
1899,inf,2.06299
1900,inf,2.06395
1901,inf,2.06397
1902,inf,2.06414
1903,inf,2.06444
1904,inf,2.06445
1905,inf,2.06508
1906,inf,2.06577
1907,inf,2.06652
1908,inf,2.06737
1909,inf,2.06833
1910,inf,2.0684
1911,inf,2.06857
1912,inf,2.06863
1913,inf,2.06868
1914,inf,2.06933
1915,inf,2.0698
1916,inf,2.07
1917,inf,2.07035
1918,inf,2.07043
1919,inf,2.07152
1920,inf,2.07166
1921,inf,2.07225
1922,inf,2.07238
1923,inf,2.07274
1924,inf,2.07296
1925,inf,2.07324
1926,inf,2.07374
1927,inf,2.074
1928,inf,2.07448
1929,inf,2.07546
1930,inf,2.07552
1931,inf,2.0756
1932,inf,2.07652
1933,inf,2.07676
1934,inf,2.07734
1935,inf,2.07745
1936,inf,2.07756
1937,inf,2.07785
1938,inf,2.07845
1939,inf,2.07846
1940,inf,2.0787
1941,inf,2.07906
1942,inf,2.0798
1943,inf,2.0805
1944,inf,2.08096
1945,inf,2.08115
1946,inf,2.08191
1947,inf,2.08262
1948,inf,2.08307
1949,inf,2.08385
1950,inf,2.08426
1951,inf,2.08433
1952,inf,2.08442
1953,inf,2.0846
1954,inf,2.08543
1955,inf,2.08593
1956,inf,2.08596
1957,inf,2.08687
1958,inf,2.08732
1959,inf,2.08808
1960,inf,2.08855
1961,inf,2.08869
1962,inf,2.08869
1963,inf,2.08986
1964,inf,2.09047
1965,inf,2.0908
1966,inf,2.09096
1967,inf,2.09188
1968,inf,2.09222
1969,inf,2.09383
1970,inf,2.09423
1971,inf,2.09462
1972,inf,2.0947
1973,inf,2.0947
1974,inf,2.09531
1975,inf,2.09604
1976,inf,2.09615
1977,inf,2.09683
1978,inf,2.09745
1979,inf,2.098
1980,inf,2.09859
1981,inf,2.0993
1982,inf,2.09931
1983,inf,2.09948
1984,inf,2.10009
1985,inf,2.10015
1986,inf,2.10028
1987,inf,2.1009
1988,inf,2.10303
1989,inf,2.10307
1990,inf,2.1031
1991,inf,2.10311
1992,inf,2.1042
1993,inf,2.10447
1994,inf,2.10456
1995,inf,2.10475
1996,inf,2.10533
1997,inf,2.10647
1998,inf,2.10691
1999,inf,2.10694
2000,inf,2.10695
2001,inf,2.107
2002,inf,2.10728
2003,inf,2.10742
2004,inf,2.10766
2005,inf,2.10785
2006,inf,2.10799
2007,inf,2.10817
2008,inf,2.10835
2009,inf,2.1089
2010,inf,2.10916
2011,inf,2.10972
2012,inf,2.11056
2013,inf,2.11061
2014,inf,2.11109
2015,inf,2.1113
2016,inf,2.11212
2017,inf,2.11336
2018,inf,2.11344
2019,inf,2.1135
2020,inf,2.11357
2021,inf,2.11441
2022,inf,2.11469
2023,inf,2.11602
2024,inf,2.11674
2025,inf,2.11727
2026,inf,2.11737
2027,inf,2.11758
2028,inf,2.11766
2029,inf,2.12064
2030,inf,2.1213
2031,inf,2.12224
2032,inf,2.1223
2033,inf,2.12239
2034,inf,2.12293
2035,inf,2.123
2036,inf,2.12357
2037,inf,2.12441
2038,inf,2.12468
2039,inf,2.12495
2040,inf,2.12587
2041,inf,2.12611
2042,inf,2.1265
2043,inf,2.12686
2044,inf,2.12791
2045,inf,2.12948
2046,inf,2.13035
2047,inf,2.13083
2048,inf,2.13159
2049,inf,2.13166
2050,inf,2.13202
2051,inf,2.13235
2052,inf,2.13256
2053,inf,2.13268
2054,inf,2.1327
2055,inf,2.13308
2056,inf,2.13382
2057,inf,2.13384
2058,inf,2.13412
2059,inf,2.13455
2060,inf,2.13477
2061,inf,2.13552
2062,inf,2.13559
2063,inf,2.13561
2064,inf,2.13592
2065,inf,2.13612
2066,inf,2.13623
2067,inf,2.13675
2068,inf,2.13753
2069,inf,2.13771
2070,inf,2.13804
2071,inf,2.1394
2072,inf,2.13943
2073,inf,2.13966
2074,inf,2.14001
2075,inf,2.14053
2076,inf,2.14075
2077,inf,2.14088
2078,inf,2.14089
2079,inf,2.14102
2080,inf,2.14227
2081,inf,2.14241
2082,inf,2.14257
2083,inf,2.1428
2084,inf,2.14287
2085,inf,2.14319
2086,inf,2.14396
2087,inf,2.14408
2088,inf,2.14423
2089,inf,2.14458
2090,inf,2.14566
2091,inf,2.14604
2092,inf,2.14625
2093,inf,2.1465
2094,inf,2.14652
2095,inf,2.14659
2096,inf,2.14796
2097,inf,2.14811
2098,inf,2.1485
2099,inf,2.14858
2100,inf,2.15013
2101,inf,2.15039
2102,inf,2.15043
2103,inf,2.15063
2104,inf,2.15127
2105,inf,2.15139
2106,inf,2.15175
2107,inf,2.15201
2108,inf,2.15257
2109,inf,2.15269
2110,inf,2.15281
2111,inf,2.15329
2112,inf,2.15345
2113,inf,2.15369
2114,inf,2.15449
2115,inf,2.15534
2116,inf,2.15617
2117,inf,2.15637
2118,inf,2.15675
2119,inf,2.15729
2120,inf,2.15744
2121,inf,2.15745
2122,inf,2.15762
2123,inf,2.15839
2124,inf,2.15923
2125,inf,2.15971
2126,inf,2.15983
2127,inf,2.15994
2128,inf,2.16054
2129,inf,2.16069
2130,inf,2.16147
2131,inf,2.16178
2132,inf,2.16185
2133,inf,2.16239
2134,inf,2.16287
2135,inf,2.16296
2136,inf,2.16327
2137,inf,2.16503
2138,inf,2.16565
2139,inf,2.16596
2140,inf,2.1668
2141,inf,2.16692
2142,inf,2.16693
2143,inf,2.16698
2144,inf,2.16699
2145,inf,2.16708
2146,inf,2.16774
2147,inf,2.16817
2148,inf,2.16851
2149,inf,2.16891
2150,inf,2.16939
2151,inf,2.1695
2152,inf,2.17
2153,inf,2.17024
2154,inf,2.17027
2155,inf,2.17033
2156,inf,2.17071
2157,inf,2.17125
2158,inf,2.17174
2159,inf,2.17292
2160,inf,2.17351
2161,inf,2.17393
2162,inf,2.17425
2163,inf,2.17444
2164,inf,2.17446
2165,inf,2.17484
2166,inf,2.17504
2167,inf,2.17514
2168,inf,2.17537
2169,inf,2.1758
2170,inf,2.17596
2171,inf,2.17606
2172,inf,2.17789
2173,inf,2.17805
2174,inf,2.18012
2175,inf,2.18087
2176,inf,2.18096
2177,inf,2.18106
2178,inf,2.18147
2179,inf,2.18157
2180,inf,2.18181
2181,inf,2.18234
2182,inf,2.18283
2183,inf,2.183
2184,inf,2.18316
2185,inf,2.18394
2186,inf,2.18444
2187,inf,2.18482
2188,inf,2.18491
2189,inf,2.18499
2190,inf,2.18551
2191,inf,2.18645
2192,inf,2.18757
2193,inf,2.1876
2194,inf,2.18804
2195,inf,2.18867
2196,inf,2.19041
2197,inf,2.19054
2198,inf,2.19072
2199,inf,2.19101
2200,inf,2.1921
2201,inf,2.19251
2202,inf,2.19284
2203,inf,2.19305
2204,inf,2.19323
2205,inf,2.19323
2206,inf,2.19325
2207,inf,2.19329
2208,inf,2.19358
2209,inf,2.1941
2210,inf,2.19529
2211,inf,2.19549
2212,inf,2.19586
2213,inf,2.19676
2214,inf,2.1981
2215,inf,2.19836
2216,inf,2.19902
2217,inf,2.19926
2218,inf,2.1998
2219,inf,2.20008
2220,inf,2.20027
2221,inf,2.20126
2222,inf,2.20195
2223,inf,2.20242
2224,inf,2.20258
2225,inf,2.20262
2226,inf,2.20306
2227,inf,2.20336
2228,inf,2.20361
2229,inf,2.20377
2230,inf,2.20412
2231,inf,2.20435
2232,inf,2.20447
2233,inf,2.20543
2234,inf,2.20568
2235,inf,2.20591
2236,inf,2.20604
2237,inf,2.20614
2238,inf,2.20627
2239,inf,2.20641
2240,inf,2.20656
2241,inf,2.20661
2242,inf,2.20689
2243,inf,2.2071
2244,inf,2.20717
2245,inf,2.20761
2246,inf,2.20767
2247,inf,2.20789
2248,inf,2.20846
2249,inf,2.20878
2250,inf,2.20991
2251,inf,2.21046
2252,inf,2.21071
2253,inf,2.2113
2254,inf,2.21173
2255,inf,2.2118
2256,inf,2.2121
2257,inf,2.21284
2258,inf,2.21337
2259,inf,2.21399
2260,inf,2.21468
2261,inf,2.21474
2262,inf,2.21522
2263,inf,2.21523
2264,inf,2.21653
2265,inf,2.21688
2266,inf,2.21728
2267,inf,2.21801
2268,inf,2.21871
2269,inf,2.219
2270,inf,2.21926
2271,inf,2.21979
2272,inf,2.22032
2273,inf,2.22043
2274,inf,2.22045
2275,inf,2.22063
2276,inf,2.22174
2277,inf,2.22193
2278,inf,2.222
2279,inf,2.2221
2280,inf,2.22239
2281,inf,2.22283
2282,inf,2.22415
2283,inf,2.22453
2284,inf,2.22492
2285,inf,2.22501
2286,inf,2.22606
2287,inf,2.22616
2288,inf,2.22669
2289,inf,2.22701
2290,inf,2.22729
2291,inf,2.22771
2292,inf,2.22775
2293,inf,2.22788
2294,inf,2.228
2295,inf,2.22832
2296,inf,2.22855
2297,inf,2.22858
2298,inf,2.22858
2299,inf,2.22864
2300,inf,2.22961
2301,inf,2.22981
2302,inf,2.22982
2303,inf,2.23035
2304,inf,2.23053
2305,inf,2.23108
2306,inf,2.23187
2307,inf,2.23209
2308,inf,2.23294
2309,inf,2.23358
2310,inf,2.23412
2311,inf,2.23452
2312,inf,2.23472
2313,inf,2.23492
2314,inf,2.2351
2315,inf,2.2351
2316,inf,2.23541
2317,inf,2.23584
2318,inf,2.23663
2319,inf,2.23669
2320,inf,2.23722
2321,inf,2.23747
2322,inf,2.23752
2323,inf,2.23821
2324,inf,2.23867
2325,inf,2.23971
2326,inf,2.24054
2327,inf,2.24073
2328,inf,2.24178
2329,inf,2.24205
2330,inf,2.24213
2331,inf,2.24261
2332,inf,2.24304
2333,inf,2.24316
2334,inf,2.2433
2335,inf,2.24343
2336,inf,2.24373
2337,inf,2.24538
2338,inf,2.24574
2339,inf,2.24679
2340,inf,2.24757
2341,inf,2.24806
2342,inf,2.24839
2343,inf,2.24884
2344,inf,2.2494
2345,inf,2.24943
2346,inf,2.24949
2347,inf,2.24953
2348,inf,2.24998
2349,inf,2.25012
2350,inf,2.25022
2351,inf,2.25028
2352,inf,2.25097
2353,inf,2.251
2354,inf,2.25173
2355,inf,2.25176
2356,inf,2.25191
2357,inf,2.25195
2358,inf,2.25223
2359,inf,2.2523
2360,inf,2.25239
2361,inf,2.25282
2362,inf,2.2531
2363,inf,2.25345
2364,inf,2.25394
2365,inf,2.254
2366,inf,2.2545
2367,inf,2.25478
2368,inf,2.25485
2369,inf,2.25502
2370,inf,2.25509
2371,inf,2.25524
2372,inf,2.25559
2373,inf,2.25567
2374,inf,2.25573
2375,inf,2.25622
2376,inf,2.25637
2377,inf,2.25641
2378,inf,2.25692
2379,inf,2.257
2380,inf,2.25714
2381,inf,2.25764
2382,inf,2.25788
2383,inf,2.25821
2384,inf,2.25862
2385,inf,2.25868
2386,inf,2.25886
2387,inf,2.25946
2388,inf,2.26076
2389,inf,2.26125
2390,inf,2.26182
2391,inf,2.26207
2392,inf,2.26214
2393,inf,2.26225
2394,inf,2.26284
2395,inf,2.26288
2396,inf,2.26382
2397,inf,2.26405
2398,inf,2.26501
2399,inf,2.26518
2400,inf,2.26529
2401,inf,2.26533
2402,inf,2.26605
2403,inf,2.26621
2404,inf,2.26627
2405,inf,2.26638
2406,inf,2.26712
2407,inf,2.26732
2408,inf,2.26773
2409,inf,2.26776
2410,inf,2.26821
2411,inf,2.26822
2412,inf,2.26876
2413,inf,2.26884
2414,inf,2.26914
2415,inf,2.27008
2416,inf,2.27037
2417,inf,2.27087
2418,inf,2.27093
2419,inf,2.27155
2420,inf,2.27177
2421,inf,2.27186
2422,inf,2.27216
2423,inf,2.27265
2424,inf,2.27282
2425,inf,2.27291
2426,inf,2.273
2427,inf,2.27332
2428,inf,2.27406
2429,inf,2.27492
2430,inf,2.27554
2431,inf,2.27567
2432,inf,2.27568
2433,inf,2.276
2434,inf,2.27617
2435,inf,2.27628
2436,inf,2.27645
2437,inf,2.27652
2438,inf,2.27659
2439,inf,2.27687
2440,inf,2.27726
2441,inf,2.27743
2442,inf,2.27767
2443,inf,2.27774
2444,inf,2.27832
2445,inf,2.27907
2446,inf,2.27987
2447,inf,2.28003
2448,inf,2.28079
2449,inf,2.28159
2450,inf,2.28221
2451,inf,2.28223
2452,inf,2.28233
2453,inf,2.28278
2454,inf,2.28347
2455,inf,2.2835
2456,inf,2.28351
2457,inf,2.28445
2458,inf,2.28463
2459,inf,2.28503
2460,inf,2.28558
2461,inf,2.28617
2462,inf,2.28618
2463,inf,2.28644
2464,inf,2.28803
2465,inf,2.28829
2466,inf,2.28847
2467,inf,2.28878
2468,inf,2.28894
2469,inf,2.28899
2470,inf,2.28944
2471,inf,2.29034
2472,inf,2.2909
2473,inf,2.29101
2474,inf,2.29116
2475,inf,2.29138
2476,inf,2.2918
2477,inf,2.29214
2478,inf,2.29266
2479,inf,2.29276
2480,inf,2.29313
2481,inf,2.29315
2482,inf,2.2948
2483,inf,2.29482
2484,inf,2.29497
2485,inf,2.29546
2486,inf,2.29614
2487,inf,2.29687
2488,inf,2.29758
2489,inf,2.2976
2490,inf,2.29762
2491,inf,2.29859
2492,inf,2.29955
2493,inf,2.29982
2494,inf,2.30008
2495,inf,2.30134
2496,inf,2.30165
2497,inf,2.30207
2498,inf,2.30229
2499,inf,2.30245
2500,inf,2.3025
2501,inf,2.30306
2502,inf,2.30344
2503,inf,2.30346
2504,inf,2.30397
2505,inf,2.30412
2506,inf,2.30443
2507,inf,2.30468
2508,inf,2.30504
2509,inf,2.30543
2510,inf,2.30604
2511,inf,2.30618
2512,inf,2.30644
2513,inf,2.30682
2514,inf,2.30763
2515,inf,2.30775
2516,inf,2.30781
2517,inf,2.30895
2518,inf,2.30915
2519,inf,2.30934
2520,inf,2.30947
2521,inf,2.3101
2522,inf,2.31059
2523,inf,2.31082
2524,inf,2.31088
2525,inf,2.31101
2526,inf,2.31102
2527,inf,2.31141
2528,inf,2.31156
2529,inf,2.31195
2530,inf,2.31218
2531,inf,2.31255
2532,inf,2.31286
2533,inf,2.31328
2534,inf,2.31385
2535,inf,2.31459
2536,inf,2.31489
2537,inf,2.31495
2538,inf,2.31514
2539,inf,2.31544
2540,inf,2.31589
2541,inf,2.31591
2542,inf,2.31614
2543,inf,2.31655
2544,inf,2.31677
2545,inf,2.31741
2546,inf,2.31746
2547,inf,2.31768
2548,inf,2.31769
2549,inf,2.31788
2550,inf,2.31874
2551,inf,2.31881
2552,inf,2.31906
2553,inf,2.31979
2554,inf,2.32079
2555,inf,2.32216
2556,inf,2.32249
2557,inf,2.32287
2558,inf,2.3229
2559,inf,2.32297
2560,inf,2.32347
2561,inf,2.32347
2562,inf,2.32383
2563,inf,2.32422
2564,inf,2.32431
2565,inf,2.32473
2566,inf,2.32479
2567,inf,2.32491
2568,inf,2.32503
2569,inf,2.32506
2570,inf,2.32575
2571,inf,2.32582
2572,inf,2.32607
2573,inf,2.32631
2574,inf,2.32635
2575,inf,2.3266
2576,inf,2.32661
2577,inf,2.32687
2578,inf,2.3277
2579,inf,2.32776
2580,inf,2.3289
2581,inf,2.32924
2582,inf,2.32932
2583,inf,2.32932
2584,inf,2.32963
2585,inf,2.33011
2586,inf,2.3305
2587,inf,2.33062
2588,inf,2.33087
2589,inf,2.33136
2590,inf,2.33151
2591,inf,2.3317
2592,inf,2.33201
2593,inf,2.33203
2594,inf,2.33261
2595,inf,2.33306
2596,inf,2.3333
2597,inf,2.33356
2598,inf,2.3337
2599,inf,2.33448
2600,inf,2.33471
2601,inf,2.33507
2602,inf,2.33529
2603,inf,2.33654
2604,inf,2.3368
2605,inf,2.33778
2606,inf,2.33817
2607,inf,2.33876
2608,inf,2.33917
2609,inf,2.33953
2610,inf,2.33984
2611,inf,2.34021
2612,inf,2.34035
2613,inf,2.34036
2614,inf,2.34042
2615,inf,2.34076
2616,inf,2.34086
2617,inf,2.34104
2618,inf,2.34108
2619,inf,2.34112
2620,inf,2.34118
2621,inf,2.34238
2622,inf,2.34272
2623,inf,2.34285
2624,inf,2.3431
2625,inf,2.34379
2626,inf,2.34384
2627,inf,2.34434
2628,inf,2.34449
2629,inf,2.34486
2630,inf,2.34486
2631,inf,2.34527
2632,inf,2.34539
