i,tau,E
0,188405.91629883228,0.0
1,111853.64081320878,0.51591
2,62503.68827131997,1.00264
3,38588.03944046802,1.4608
4,26711.893253607752,1.89076
5,19865.099834307424,2.29265
6,15581.433979923268,2.66632
7,12897.128353093427,3.01125
8,11027.117061267925,3.32655
9,10079.585998988126,3.61084
10,9344.590012343248,3.86207
11,9361.833620818987,4.07739
12,10558.910777010267,4.25283
13,13983.30745840451,4.3829
14,32766.76689766881,4.46001
