i,f,tau_if
1,0,0.43003985329007105
2,0,13.132321891668289
2,1,0.22210312776300664
3,0,1151.1478429793567
3,1,4.437635458895799
3,2,0.15301586525670813
4,0,222327.56944224483
4,1,285.86856790319104
4,2,2.25001979032957
4,3,0.11865186156902885
5,0,57233436.62968538
5,1,41915.81182867289
5,2,113.68424475437597
5,3,1.3693771003355333
5,4,0.09818639534819501
6,1,10554243.783896977
6,2,13013.301797954666
6,3,56.57160867323148
6,4,0.9263065324051949
6,5,0.0846786714894777
7,2,2907223.9337638095
7,3,5269.461137723785
7,4,32.19996976450803
7,5,0.671548730899916
7,6,0.07515440894425589
8,3,1137391.7158443609
8,4,2492.5427658569706
8,5,20.05550421474317
8,6,0.5113543864535677
8,7,0.06812722396363685
9,4,636156.9380990939
9,5,1315.9665634676132
9,6,13.332278656465968
9,7,0.4039187990690034
9,8,0.06277171477470149
10,5,414167.6851264281
10,6,752.3536718828244
10,7,9.312489074689324
10,8,0.32827171705796704
10,9,0.0585935012793982
11,6,293471.2119408016
11,7,456.86277646366375
11,8,6.76250671023709
11,9,0.2729396493689098
11,10,0.055277897930094064
12,7,233590.82695061926
12,8,291.10286929344164
12,9,5.067522924690117
12,10,0.2312047226943557
12,11,0.05261713060767311
13,8,214806.36283234175
13,9,193.09232948316642
13,10,3.8973714271690394
13,11,0.19891730343942654
13,12,0.05046720388509025
14,9,314032.1523238894
14,10,132.43004735648225
14,11,3.0639479247035033
14,12,0.17340508036202024
14,13,0.04872626121333386
15,10,665377.3072420119
15,11,93.45217136524674
15,12,2.454281503607929
15,13,0.15288281158917488
15,14,0.047320134881978664
16,11,69586.02043321783
16,12,67.59227886635277
16,13,1.998089357707195
16,14,0.13611732331925475
16,15,0.04619427088492882
17,12,23133.021833732404
17,13,49.91041371169895
17,14,1.650229794787548
17,15,0.122229614238116
17,16,0.04530871192989674
18,13,10268.028712424399
18,14,37.451779295309386
18,15,1.3809191760838817
18,16,0.11058014914305646
18,17,0.04463376169699207
19,14,5760.7594225959465
19,15,28.446887957369366
19,16,1.1695357928532257
19,17,0.10069977804748027
19,18,0.044147006654487134
20,15,3802.602070405416
20,16,21.8549897219487
20,17,1.0012246054956266
20,18,0.09224282360713193
20,19,0.04383069599755582
21,16,2660.2516102446957
21,17,17.019262238323773
21,18,0.8652625546939524
21,19,0.08494515285714528
21,20,0.043672651070849555
22,17,1774.5157081167665
22,18,13.444167357388903
22,19,0.7541865530613246
22,20,0.07859611045868287
22,21,0.043666165856040065
23,18,1128.286142283937
23,19,10.748248143752708
23,20,0.6627684085416607
23,21,0.07302473222965171
23,22,0.043809025660165694
24,19,730.7013198853975
24,20,8.66849102745011
24,21,0.5871921488146199
24,22,0.0680919557327911
24,23,0.04410374022201386
25,20,501.7450721839429
25,21,7.03079088638229
25,22,0.5245173328569426
25,23,0.06368860751839363
25,24,0.044554547056473055
26,21,372.49266941063524
26,22,5.725560593888879
26,23,0.472220231506564
26,24,0.05973341761146564
26,25,0.04516869043042195
27,22,291.6383397479483
27,23,4.69287582261776
27,24,0.42813794123594157
27,25,0.05616149608743775
27,26,0.045959329363180444
28,23,224.41728569884907
28,24,3.883050028874794
28,25,0.3907473844000824
28,26,0.05291179504773975
28,27,0.04694982431703883
29,24,164.64559138354366
29,25,3.2409380743137834
29,26,0.3591696440726703
29,27,0.049922956294636445
29,28,0.04818302644873446
30,25,119.2699274677225
30,26,2.7189982932658476
30,27,0.33313229680521506
30,28,0.04712667342009137
30,29,0.04972146459687028
31,26,89.15398370829456
31,27,2.2838803100681955
31,28,0.31254340278426707
31,29,0.04450649101004
31,30,0.05117389600721171
32,27,72.10344025982958
32,28,1.9621842049044316
32,29,0.29168881127919666
32,30,0.04230099572386161
32,31,0.05031806902037274
33,28,63.06922133718105
33,29,1.6939868381133085
33,30,0.27453785628405764
33,31,0.040021675883919944
33,32,0.049746715952014915
34,29,56.879011267832574
34,30,1.4690363611508803
34,31,0.2597060212424452
34,32,0.037891870983698436
34,33,0.04933776993837245
