i,State
0,X3Sigma-
1,X3Sigma-
2,X3Sigma-
3,X3Sigma-
4,a1Delta
5,X3Sigma-
6,a1Delta
7,X3Sigma-
8,a1Delta
9,X3Sigma-
10,X3Sigma-
11,a1Delta
12,X3Sigma-
13,a1Delta
14,X3Sigma-
15,a1Delta
16,X3Sigma-
17,X3Sigma-
18,a1Delta
19,X3Sigma-
20,a1Delta
21,X3Sigma-
22,X3Sigma-
23,X3Sigma-
24,a1Delta
25,X3Sigma-
26,X3Sigma-
