i,tau,E
261,61538.95033185581,1.93645
262,1005984.5184186223,1.93855
263,76123.30062798692,1.93873
264,807.5549473447227,1.93902
265,1514.8053701837678,1.93988
266,421.795582499904,1.94566
267,18552.520536750126,1.94864
268,127697.73581461764,1.95001
269,788012.9683071657,1.95002
270,32152.639685414182,1.95084
271,32268.760434430264,1.95216
272,34942.267623028456,1.95739
273,28585.485776773217,1.95845
274,86673.63870119216,1.96129
275,20264.78833226574,1.96277
276,69509.67276035882,1.96483
277,22876.799530787885,1.96494
278,5197.828299167276,1.96646
279,227643.45945043326,1.9756
280,532907.7753925428,1.97593
281,34597.21823467537,1.97697
282,80410.27177125403,1.97723
283,85551.1718738007,1.97729
284,268529.8271695131,1.9777
285,21134.368647520118,1.98009
286,235545.158465118,1.98161
287,893274.3138625582,1.98161
288,66801.24012640343,1.99033
289,42366.7106669888,1.99098
290,152067.49093518342,2.0012
291,219231.1836181948,2.0012
292,470245.4997169767,2.00483
293,456816.8770729089,2.00483
294,66452.17456506046,2.00697
295,36162.45333310748,2.02023
296,49718.358312148215,2.0204
297,1058969.4127130331,2.02376
298,2810840.725866916,2.02376
299,124342.48787188999,2.02529
300,87234.33244417056,2.02529
301,425988.75312880584,2.02705
302,305077.38140582776,2.02708
303,25268.04406067699,2.02911
304,12782.681799111384,2.03216
305,28299.48665728424,2.04046
306,55844.99607038318,2.04131
307,2563.518643436971,2.04326
308,26229.17303488687,2.04343
309,167007.15586103813,2.04367
310,20323.991840385308,2.04977
311,11956.010619976387,2.0537
312,126742.47605167139,2.05404
313,47923.47808299405,2.05424
314,82517.39840756667,2.05426
315,24427.754604187852,2.05675
316,28686.515679031123,2.05748
317,94554.53137985803,2.05783
318,13657.350372796804,2.05829
319,13665.237677438605,2.06267
320,32540.02722342397,2.0636
321,15582.415684840858,2.06851
322,30706.934747705698,2.06978
323,40297.5357799475,2.0705
324,23539.51723960441,2.0718
325,42100.78860061536,2.07334
326,66299.68569054437,2.08078
327,23930.060705800788,2.08202
328,19983.1993647006,2.08202
329,38260.91391874908,2.0822
330,48303.17082873019,2.0822
331,136060.5838650774,2.08339
332,28768.910673123162,2.08451
333,92785.893402331,2.08502
334,66755.49194078414,2.08502
335,1650773.0350726438,2.0864
336,44950.17248377527,2.09812
337,92815.061127358,2.0984
338,24050.103625914173,2.106
339,62957.54519450791,2.10601
340,32576.207255682126,2.10885
341,91059.73078021685,2.10885
342,42319.733625514215,2.11505
343,52347.39033269213,2.12464
344,25606.205245608915,2.12488
345,9600.231648518204,2.12654
346,27713.53726620956,2.12654
347,25986.07821284895,2.1296
348,23938.525924150566,2.12961
349,57800.49746269085,2.13065
350,35312.96513902795,2.13068
351,21567.640645652446,2.13302
352,19538.967526192857,2.13649
353,32757.009042015663,2.14543
354,13228.761644004328,2.14745
355,7047.505293109723,2.14756
356,30769.339312573116,2.14897
357,17735.19663796556,2.15759
358,26292.155454182765,2.15793
359,17060.173107940147,2.15797
360,4461.981375535008,2.16107
361,15450.755308708982,2.16114
362,25584.88844948905,2.16162
363,9610.723598940971,2.16213
364,3452.0915919589384,2.16274
365,11383.474789463187,2.16803
366,6995.268643329443,2.17259
367,27986.127499839884,2.17456
368,51141.11393371165,2.17647
369,26545.137771532132,2.17904
370,1798376.1055642422,2.18017
371,80362.84346162439,2.18222
372,7789.22215305827,2.1864
373,8895.565482751748,2.18641
374,646155.9224901549,2.18657
375,56254.73448145319,2.18692
376,2862.34443716543,2.1876
377,1750.4940184673044,2.1876
378,14507.572153110801,2.1877
379,10599.34122555249,2.1884
380,21780.961257237403,2.18856
381,16381.605497654169,2.19079
382,59324.09588081592,2.19175
383,24274.492618428092,2.20618
384,30443.856506705386,2.21058
385,15753.07339448787,2.21058
386,6496.69561142334,2.212
387,5436.77778130775,2.21201
388,20154.2717602821,2.21324
389,1477.5233686162894,2.21325
390,9969.943016638288,2.229
391,589708.4727943101,2.22925
392,1975.3776654845651,2.2301
393,25466.078544188353,2.23025
394,13503.716241602735,2.23026
395,45083.02908512736,2.23296
396,18427.183048780083,2.233
397,52640.822984210354,2.23321
398,50664.49917471612,2.23324
399,1889.0359644650814,2.24027
400,5788.4235011220635,2.24075
401,128710.67011417403,2.24846
402,9862.597231610724,2.24978
403,47792.82260785847,2.24997
404,10787.982370609123,2.25055
405,4233.878535510315,2.25754
406,14272.030914528905,2.25767
407,4150.514550016686,2.2598
408,12147.582852100246,2.26027
409,18711.354554994963,2.26117
410,17241.449566754713,2.26279
411,7411.441477837248,2.26383
412,3685.4036000666756,2.26384
